740c|je 0x3f8013fb6
888700030000|mov %al,0x300(%rdi)
4f8b24e7|mov (%r15,%r12,8),%r12
db2daf3d0100|fldt 0x13daf(%rip) 
488b1da3bd1800|mov 0x18bda3(%rip),%rbx 
db2ddd400000|fldt 0x40dd(%rip) 
49bbffffffffff|movabs $0x1fffffffffffffff,%r11
75b2|jne 0x3f56f6290
488d151a780600|lea 0x6781a(%rip),%rdx 
488d0dcb2c0000|lea 0x2ccb(%rip),%rcx 
488d152b8b0100|lea 0x18b2b(%rip),%rdx 
f20f580d115402|addsd 0x25411(%rip),%xmm1 
6681fa2312|cmp $0x1223,%dx
48ba0cc80ae603|movabs $0x3e60ac80c,%rdx
488d353a120900|lea 0x9123a(%rip),%rsi 
808bd00000000e|orb $0xe,0xd0(%rbx)
0f83df000000|jae 0x3e63e8110
e8034db7fe|callq 0x3fbc67420
41f7c600080800|test $0x80800,%r14d
0f8427f8ffff|je 0x3fe8c0dff
c6842495020000|movb $0x0,0x295(%rsp)
488b0d95430300|mov 0x34395(%rip),%rcx 
4c8d05e44b8200|lea 0x824be4(%rip),%r8 
c5f97f442450|vmovdqa %xmm0,0x50(%rsp)
488d0de26a1200|lea 0x126ae2(%rip),%rcx 
488d157a090400|lea 0x4097a(%rip),%rdx 
41c78204010000|movl $0xca1,0x104(%r10)
498d1c86|lea (%r14,%rax,4),%rbx
48c705d9100200|movq $0x0,0x210d9(%rip) 
488d1586320c00|lea 0xc3286(%rip),%rdx 
488d0d89451900|lea 0x194589(%rip),%rcx 
488d15e91f0500|lea 0x51fe9(%rip),%rdx 
e813182200|callq 0x3fb565bf0
49390cd0|cmp %rcx,(%r8,%rdx,8)
4c8bb3a0060000|mov 0x6a0(%rbx),%r14
488b0de8da0600|mov 0x6dae8(%rip),%rcx 
488d0dedad0200|lea 0x2aded(%rip),%rcx 
488d0d12e10b00|lea 0xbe112(%rip),%rcx 
0fb70dc7190d00|movzwl 0xd19c7(%rip),%ecx 
4c8d0d90dc0400|lea 0x4dc90(%rip),%r9 
488d0dc31d0000|lea 0x1dc3(%rip),%rcx 
488d05d4fc3400|lea 0x34fcd4(%rip),%rax 
7491|je 0x100454384
c7842490000000|movl $0x10000000,0x90(%rsp)
66410f72d405|psrld $0x5,%xmm12
4c8d3d472b0600|lea 0x62b47(%rip),%r15 
c70597c60d0028|movl $0x28,0xdc697(%rip) 
488d15c81f3200|lea 0x321fc8(%rip),%rdx 
e919dbffff|jmpq 0x3fe6cc69c
488d0575fd0500|lea 0x5fd75(%rip),%rax 
488d1d7d450700|lea 0x7457d(%rip),%rbx 
488d0d7a2d1c00|lea 0x1c2d7a(%rip),%rcx 
4983c117|add $0x17,%r9
488b05d4610200|mov 0x261d4(%rip),%rax 
488b050c2f0000|mov 0x2f0c(%rip),%rax 
e897fdffff|callq 0x3f422f670
833ded0c010001|cmpl $0x1,0x10ced(%rip) 
488b15c2ee0200|mov 0x2eec2(%rip),%rdx 
e913f3ffff|jmpq 0x3fcc9a508
e852780000|callq 0x3f9b2b9e0
488d0d69460000|lea 0x4669(%rip),%rcx 
8b6a38|mov 0x38(%rdx),%ebp
48636918|movslq 0x18(%rcx),%rbp
442b8424e40700|sub 0x7e4(%rsp),%r8d
488d150e201500|lea 0x15200e(%rip),%rdx 
f20f5e35584402|divsd 0x24458(%rip),%xmm6 
0f85af020000|jne 0x3f4effd30
488d15d35a2300|lea 0x235ad3(%rip),%rdx 
488d0500c20f00|lea 0xfc200(%rip),%rax 
488d0581540400|lea 0x45481(%rip),%rax 
488d159e450e00|lea 0xe459e(%rip),%rdx 
488b0555ec1300|mov 0x13ec55(%rip),%rax 
488b4402ff|mov -0x1(%rdx,%rax,1),%rax
e8024fffff|callq 0x3f36898d0
488d0517960c00|lea 0xc9617(%rip),%rax 
488d0d994b0400|lea 0x44b99(%rip),%rcx 
48398de0000000|cmp %rcx,0xe0(%rbp)
443b35c63e0600|cmp 0x63ec6(%rip),%r14d 
4c8d0d06bc0600|lea 0x6bc06(%rip),%r9 
e83c011a00|callq 0x100645b08
4c8989ec020000|mov %r9,0x2ec(%rcx)
41891482|mov %edx,(%r10,%rax,4)
488b1516db0200|mov 0x2db16(%rip),%rdx 
75d4|jne 0x3f6c0d6c9
488d3db2b10200|lea 0x2b1b2(%rip),%rdi 
8b15abc30100|mov 0x1c3ab(%rip),%edx 
3b9424e8000000|cmp 0xe8(%rsp),%edx
c6819504000000|movb $0x0,0x495(%rcx)
4c39c8|cmp %r9,%rax
488d15a5820500|lea 0x582a5(%rip),%rdx 
488d15f7520600|lea 0x652f7(%rip),%rdx 
488d1511142000|lea 0x201411(%rip),%rdx 
488d156d015a01|lea 0x15a016d(%rip),%rdx 
4c8d059d640b00|lea 0xb649d(%rip),%r8 
488d15a0e35400|lea 0x54e3a0(%rip),%rdx 
4c8b7c01f0|mov -0x10(%rcx,%rax,1),%r15
d83d18840300|fdivrs 0x38418(%rip) 
db2dc2880200|fldt 0x288c2(%rip) 
488d05c5ec3900|lea 0x39ecc5(%rip),%rax 
eb9d|jmp 0x3fcf5c955
41837d1006|cmpl $0x6,0x10(%r13)
488b87480a0000|mov 0xa48(%rdi),%rax
488d052994c500|lea 0xc59429(%rip),%rax 
488d3df14b2700|lea 0x274bf1(%rip),%rdi 
f3440f119c2424|movss %xmm11,0x124(%rsp)
410fb64403ff|movzbl -0x1(%r11,%rax,1),%eax
480f4e4258|cmovle 0x58(%rdx),%rax
8d8ab0dcffff|lea -0x2350(%rdx),%ecx
488b0df25c0000|mov 0x5cf2(%rip),%rcx 
488d15e8610400|lea 0x461e8(%rip),%rdx 
ebf4|jmp 0x10067308d
f683bc01000008|testb $0x8,0x1bc(%rbx)
488d0d21810300|lea 0x38121(%rip),%rcx 
4c8b0d7dcb0000|mov 0xcb7d(%rip),%r9 
4c8b055793e000|mov 0xe09357(%rip),%r8 
e843071100|callq 0x3fb9a1df0
488d2de6061b01|lea 0x11b06e6(%rip),%rbp 
4181e30000c6ef|and $0xefc60000,%r11d
4c8d0df04b2e00|lea 0x2e4bf0(%rip),%r9 
488b05cded0300|mov 0x3edcd(%rip),%rax 
488d1511862600|lea 0x268611(%rip),%rdx 
488b05c7f79901|mov 0x199f7c7(%rip),%rax 
e85f950a00|callq 0x3f781d8e8
48837c246000|cmpq $0x0,0x60(%rsp)
488b05dc9e3d00|mov 0x3d9edc(%rip),%rax 
45386c2466|cmp %r13b,0x66(%r12)
488b0587530500|mov 0x55387(%rip),%rax 
488d154684ae00|lea 0xae8446(%rip),%rdx 
488d05c2080100|lea 0x108c2(%rip),%rax 
4c8b05991c2f01|mov 0x12f1c99(%rip),%r8 
4889055f7e0000|mov %rax,0x7e5f(%rip) 
488d15d61b0200|lea 0x21bd6(%rip),%rdx 
e95aebffff|jmpq 0x3f71ceddf
803d5e2b0d0000|cmpb $0x0,0xd2b5e(%rip) 
0f86aae3ffff|jbe 0x3fe7759dd
488d05f99e1200|lea 0x129ef9(%rip),%rax 
e834390200|callq 0x3faa3ea40
488b057c728900|mov 0x89727c(%rip),%rax 
837b0800|cmpl $0x0,0x8(%rbx)
488d15c3740700|lea 0x774c3(%rip),%rdx 
4c8b0d4aff0000|mov 0xff4a(%rip),%r9 
c640015a|movb $0x5a,0x1(%rax)
7454|je 0x3f2d39d26
488b05b1df0500|mov 0x5dfb1(%rip),%rax 
7531|jne 0x1004c9d5a
488d153e910e00|lea 0xe913e(%rip),%rdx 
4c8d05cfff0a00|lea 0xaffcf(%rip),%r8 
4a03542928|add 0x28(%rcx,%r13,1),%rdx
488d1562410b00|lea 0xb4162(%rip),%rdx 
e91bfdffff|jmpq 0x3fe1ebe82
488b1d11ea0500|mov 0x5ea11(%rip),%rbx 
0f8d39fcffff|jge 0x3e7cdf59f
488d05e6b30f00|lea 0xfb3e6(%rip),%rax 
c705cdc5000001|movl $0x1,0xc5cd(%rip) 
c740043a000000|movl $0x3a,0x4(%rax)
4c8d0d80de0000|lea 0xde80(%rip),%r9 
488d0d4fc53a01|lea 0x13ac54f(%rip),%rcx 
ebbf|jmp 0x3f516a22b
803d9634060000|cmpb $0x0,0x63496(%rip) 
488b05800f0c00|mov 0xc0f80(%rip),%rax 
488dbc247d0100|lea 0x17d(%rsp),%rdi
4c8d0592fa3c00|lea 0x3cfa92(%rip),%r8 
440f114b30|movups %xmm9,0x30(%rbx)
488b0d51610400|mov 0x46151(%rip),%rcx 
488d1dac640700|lea 0x764ac(%rip),%rbx 
817c246c000001|cmpl $0x10000,0x6c(%rsp)
438d9c23dcbc1b|lea -0x70e44324(%r11,%r12,1),%ebx
488d15965b0900|lea 0x95b96(%rip),%rdx 
e86adc2200|callq 0x3f56bacd8
48030d354a0400|add 0x44a35(%rip),%rcx 
488b3dabef1600|mov 0x16efab(%rip),%rdi 
488d15b41c0200|lea 0x21cb4(%rip),%rdx 
7416|je 0x3fe1d92ac
806024cf|andb $0xcf,0x24(%rax)
488d7a05|lea 0x5(%rdx),%rdi
4403542440|add 0x40(%rsp),%r10d
e9b0feffff|jmpq 0x3fc923e82
c74424488c0b00|movl $0xb8c,0x48(%rsp)
0f85b9fdffff|jne 0x3fc59c149
4881c4b81b0000|add $0x1bb8,%rsp
a0442080010000|movabs 0xc00000001802044,%al
e8c7fb0a00|callq 0x3f2715fe0
e8da6e0100|callq 0x1004edd80
488b057e923800|mov 0x38927e(%rip),%rax 
488b2d85394100|mov 0x413985(%rip),%rbp 
4c8d05a55d0300|lea 0x35da5(%rip),%r8 
488b058f1a0000|mov 0x1a8f(%rip),%rax 
f20f1005da7e02|movsd 0x27eda(%rip),%xmm0 
488d1599ef0900|lea 0x9ef99(%rip),%rdx 
f20f102d51b200|movsd 0xb251(%rip),%xmm5 
483b0d7b4b2900|cmp 0x294b7b(%rip),%rcx 
488d0546efac00|lea 0xacef46(%rip),%rax 
803e0c|cmpb $0xc,(%rsi)
48c1cb20|ror $0x20,%rbx
e8ebebffff|callq 0x3fb7a9f80
db2d06aa0000|fldt 0xaa06(%rip) 
488d1574232700|lea 0x272374(%rip),%rdx 
488d053e8d0900|lea 0x98d3e(%rip),%rax 
8b1508f45800|mov 0x58f408(%rip),%edx 
488d0528342800|lea 0x283428(%rip),%rax 
75da|jne 0x3fe7d87d1
488b05dd1a0100|mov 0x11add(%rip),%rax 
4d8b8c24400400|mov 0x440(%r12),%r9
488905f6560a00|mov %rax,0xa56f6(%rip) 
488d0586f23601|lea 0x136f286(%rip),%rax 
c78604010000b4|movl $0xbb4,0x104(%rsi)
488d156c0b0000|lea 0xb6c(%rip),%rdx 
488b0d147b0400|mov 0x47b14(%rip),%rcx 
0f8412010000|je 0x3f87c7270
4c8d05dbf01c00|lea 0x1cf0db(%rip),%r8 
4c8d054f471500|lea 0x15474f(%rip),%r8 
488d05bb790b00|lea 0xb79bb(%rip),%rax 
41b9e00b0000|mov $0xbe0,%r9d
0f855bfcffff|jne 0x100677d3e
8905e12c0d00|mov %eax,0xd2ce1(%rip) 
e8afaa0900|callq 0x3f63b6b28
488d154df13300|lea 0x33f14d(%rip),%rdx 
295024|sub %edx,0x24(%rax)
48833d58230000|cmpq $0x0,0x2358(%rip) 
488d15afa51c00|lea 0x1ca5af(%rip),%rdx 
443b7624|cmp 0x24(%rsi),%r14d
488b9424980002|mov 0x20098(%rsp),%rdx
412b5014|sub 0x14(%r8),%edx
488d0df9750d00|lea 0xd75f9(%rip),%rcx 
488d0593890500|lea 0x58993(%rip),%rax 
e81db30000|callq 0x3fb7605c0
492b8db8000000|sub 0xb8(%r13),%rcx
74e4|je 0x3f869a914
488d05b9011800|lea 0x1801b9(%rip),%rax 
48890548070800|mov %rax,0x80748(%rip) 
488d152ca40a00|lea 0xaa42c(%rip),%rdx 
d905316e0100|flds 0x16e31(%rip) 
4c8b0df81e0100|mov 0x11ef8(%rip),%r9 
ebf9|jmp 0x3faafb47f
0fb75238|movzwl 0x38(%rdx),%edx
7509|jne 0x3f764bf4b
4c8d15dde20800|lea 0x8e2dd(%rip),%r10 
e8f150fcff|callq 0x100408610
488d05a0468900|lea 0x8946a0(%rip),%rax 
488dac24687dff|lea -0x8298(%rsp),%rbp
eb07|jmp 0x1004148dc
8d4c3d00|lea 0x0(%rbp,%rdi,1),%ecx
488b05a29a0400|mov 0x49aa2(%rip),%rax 
488d151db20300|lea 0x3b21d(%rip),%rdx 
0fb68424020700|movzbl 0x702(%rsp),%eax
f20f100d306913|movsd 0x136930(%rip),%xmm1 
0f8413cfffff|je 0x3fcde0750
488d35521d0200|lea 0x21d52(%rip),%rsi 
48c78424000100|movq $0x19,0x100(%rsp)
478b1c8a|mov (%r10,%r9,4),%r11d
488d1540780c00|lea 0xc7840(%rip),%rdx 
8b05d161e200|mov 0xe261d1(%rip),%eax 
478dbc11cca10c|lea 0x240ca1cc(%r9,%r10,1),%r15d
488b05945e0100|mov 0x15e94(%rip),%rax 
488d05a9b10400|lea 0x4b1a9(%rip),%rax 
e89e200600|callq 0x3fa6c4700
f30f102d0a580e|movss 0xe580a(%rip),%xmm5 
8d741101|lea 0x1(%rcx,%rdx,1),%esi
4c8ba068030000|mov 0x368(%rax),%r12
4c8d05a3093200|lea 0x3209a3(%rip),%r8 
488b0538d95f00|mov 0x5fd938(%rip),%rax 
eb8e|jmp 0x3fb5b2a61
e864cb9e00|callq 0x3ff275da0
488d051c9c0300|lea 0x39c1c(%rip),%rax 
488b0519cc0900|mov 0x9cc19(%rip),%rax 
488d05d07b0b00|lea 0xb7bd0(%rip),%rax 
488d15cff30f00|lea 0xff3cf(%rip),%rdx 
488b15c97e0900|mov 0x97ec9(%rip),%rdx 
488d0d088f0600|lea 0x68f08(%rip),%rcx 
e8f33b0000|callq 0x3e8200f80
48890527323600|mov %rax,0x363227(%rip) 
488d058d6f0200|lea 0x26f8d(%rip),%rax 
488b3da6b40500|mov 0x5b4a6(%rip),%rdi 
488d1516316501|lea 0x1653116(%rip),%rdx 
4889050b8d0800|mov %rax,0x88d0b(%rip) 
8d4f10|lea 0x10(%rdi),%ecx
0f8447ffffff|je 0x3f4ef1120
8b05346c1700|mov 0x176c34(%rip),%eax 
488d3588d9d800|lea 0xd8d988(%rip),%rsi 
e8f3dcffff|callq 0x3e6cc85e0
488d0d987f0000|lea 0x7f98(%rip),%rcx 
f30f103d9d8106|movss 0x6819d(%rip),%xmm7 
0f8515d9ffff|jne 0x3fed8adec
483b0da79e0000|cmp 0x9ea7(%rip),%rcx 
488d0d169ee300|lea 0xe39e16(%rip),%rcx 
488d15f68f1500|lea 0x158ff6(%rip),%rdx 
488d1574d50300|lea 0x3d574(%rip),%rdx 
e89d49feff|callq 0x3f8126d80
488d1569df0200|lea 0x2df69(%rip),%rdx 
488d1505d71400|lea 0x14d705(%rip),%rdx 
488d05bcdb0d00|lea 0xddbbc(%rip),%rax 
0f8596030000|jne 0x10053f8c4
0f8456010000|je 0x3e6cad7dc
66418986180100|mov %ax,0x118(%r14)
488b1d06d40e00|mov 0xed406(%rip),%rbx 
0fb64ee8|movzbl -0x18(%rsi),%ecx
488d7c0704|lea 0x4(%rdi,%rax,1),%rdi
488b1504df2b00|mov 0x2bdf04(%rip),%rdx 
bab2000000|mov $0xb2,%edx
8856c0|mov %dl,-0x40(%rsi)
488b15cf170100|mov 0x117cf(%rip),%rdx 
75ef|jne 0x3ff1b1040
48c7053baf0000|movq $0x0,0xaf3b(%rip) 
488d35bf430300|lea 0x343bf(%rip),%rsi 
41c7450cfbffff|movl $0xfffffffb,0xc(%r13)
4c8d05f8dafcff|lea -0x32508(%rip),%r8 
488d0562bf0500|lea 0x5bf62(%rip),%rax 
488d0563a60300|lea 0x3a663(%rip),%rax 
488d15e2480100|lea 0x148e2(%rip),%rdx 
488d3552020200|lea 0x20252(%rip),%rsi 
74f7|je 0x3f554e8f0
e982fcffff|jmpq 0x3f6ab1226
7447|je 0x3e7109417
488b8528020000|mov 0x228(%rbp),%rax
4d8b86a0020000|mov 0x2a0(%r14),%r8
c644240c25|movb $0x25,0xc(%rsp)
4c8b2d94980c00|mov 0xc9894(%rip),%r13 
b907030000|mov $0x307,%ecx
41837d001b|cmpl $0x1b,0x0(%r13)
488d05849b0d00|lea 0xd9b84(%rip),%rax 
0f84c40f0000|je 0x3fab25e55
488d0d79cd0600|lea 0x6cd79(%rip),%rcx 
48b900930ae603|movabs $0x3e60a9300,%rcx
48890577dc8e00|mov %rax,0x8edc77(%rip) 
488905e3ec0500|mov %rax,0x5ece3(%rip) 
48891d929f0000|mov %rbx,0x9f92(%rip) 
4c8d05ea140d00|lea 0xd14ea(%rip),%r8 
4c8d1d4360f500|lea 0xf56043(%rip),%r11 
488d15465b2d00|lea 0x2d5b46(%rip),%rdx 
7411|je 0x3f27092e9
ebc1|jmp 0x3f8c97680
488d0d91860400|lea 0x48691(%rip),%rcx 
4d8d4c8d04|lea 0x4(%r13,%rcx,4),%r9
488b35465c3b00|mov 0x3b5c46(%rip),%rsi 
660f5405119d00|andpd 0x9d11(%rip),%xmm0 
488d155f250500|lea 0x5255f(%rip),%rdx 
4c8d0d34730400|lea 0x47334(%rip),%r9 
4c8b0da2df0600|mov 0x6dfa2(%rip),%r9 
488d15917b8f00|lea 0x8f7b91(%rip),%rdx 
488b35f8f80200|mov 0x2f8f8(%rip),%rsi 
488d0579150500|lea 0x51579(%rip),%rax 
448b748208|mov 0x8(%rdx,%rax,4),%r14d
f20f590590b023|mulsd 0x23b090(%rip),%xmm0 
3d6d380000|cmp $0x386d,%eax
7412|je 0x1006b97f9
488d0dc3c08f00|lea 0x8fc0c3(%rip),%rcx 
0f8595030000|jne 0x1007226a0
488d0d4e690100|lea 0x1694e(%rip),%rcx 
488d1595210000|lea 0x2195(%rip),%rdx 
0f8533ffffff|jne 0x3f8ae9d48
488d0d78b02900|lea 0x29b078(%rip),%rcx 
803d0fdb020000|cmpb $0x0,0x2db0f(%rip) 
488b0d18b91300|mov 0x13b918(%rip),%rcx 
488b3d115d1900|mov 0x195d11(%rip),%rdi 
488b1d68390900|mov 0x93968(%rip),%rbx 
48630d6c3b0700|movslq 0x73b6c(%rip),%rcx 
740c|je 0x3fec3a4dd
488d153abf0b00|lea 0xbbf3a(%rip),%rdx 
7479|je 0x3e5d98003
723f|jb 0x3f3b4d74e
4c8d0d0ada0c00|lea 0xcda0a(%rip),%r9 
4c8b2d70f70400|mov 0x4f770(%rip),%r13 
488d87c8010000|lea 0x1c8(%rdi),%rax
48634e54|movslq 0x54(%rsi),%rcx
488d1567952800|lea 0x289567(%rip),%rdx 
488b88981f0000|mov 0x1f98(%rax),%rcx
4433513c|xor 0x3c(%rcx),%r10d
663dad1b|cmp $0x1bad,%ax
66813a9700|cmpw $0x97,(%rdx)
6644898c248a01|mov %r9w,0x18a(%rsp)
c4e27d589fa800|vpbroadcastd 0xa8(%rdi),%ymm3
4983f8f0|cmp $0xfffffffffffffff0,%r8
488d0d55970b00|lea 0xb9755(%rip),%rcx 
c6861901000001|movb $0x1,0x119(%rsi)
e9a7edffff|jmpq 0x10043a020
488d15efe82900|lea 0x29e8ef(%rip),%rdx 
488d0591551900|lea 0x195591(%rip),%rax 
488d1ded800400|lea 0x480ed(%rip),%rbx 
837dfc00|cmpl $0x0,-0x4(%rbp)
0f8565ffffff|jne 0x100432df7
c703f6010000|movl $0x1f6,(%rbx)
488905419f0900|mov %rax,0x99f41(%rip) 
488d2d45750000|lea 0x7545(%rip),%rbp 
488b0d2b660a00|mov 0xa662b(%rip),%rcx 
488b058da00500|mov 0x5a08d(%rip),%rax 
c78424bc000000|movl $0x80000000,0xbc(%rsp)
c7051d090300ff|movl $0xffffffff,0x3091d(%rip) 
8b05db921200|mov 0x1292db(%rip),%eax 
488b0542ed0100|mov 0x1ed42(%rip),%rax 
0fb605948a0000|movzbl 0x8a94(%rip),%eax 
e976f2ffff|jmpq 0x3f4e695df
4f8d1c40|lea (%r8,%r8,2),%r11
488b9c24900b00|mov 0xb90(%rsp),%rbx
410fb64f17|movzbl 0x17(%r15),%ecx
83864801000001|addl $0x1,0x148(%rsi)
488d15521c0c00|lea 0xc1c52(%rip),%rdx 
8a4340|mov 0x40(%rbx),%al
49b8559f0ae603|movabs $0x3e60a9f55,%r8
4983ef01|sub $0x1,%r15
4c8d05bbc10300|lea 0x3c1bb(%rip),%r8 
4c8905a2180300|mov %r8,0x318a2(%rip) 
488d1559e20400|lea 0x4e259(%rip),%rdx 
488d3544c50100|lea 0x1c544(%rip),%rsi 
488d15d3ac0f00|lea 0xfacd3(%rip),%rdx 
e9bbf4ffff|jmpq 0x3e5d6302e
4c8b81c8020000|mov 0x2c8(%rcx),%r8
eb1d|jmp 0x3f25429d9
806620fd|andb $0xfd,0x20(%rsi)
488d1576d01700|lea 0x17d076(%rip),%rdx 
488d0d262dffff|lea -0xd2da(%rip),%rcx 
f2440f10155b8f|movsd 0x108f5b(%rip),%xmm10 
483b0dc3340000|cmp 0x34c3(%rip),%rcx 
4c8b2def4d0800|mov 0x84def(%rip),%r13 
488d3d46500400|lea 0x45046(%rip),%rdi 
e940e0ffff|jmpq 0x1004905e2
48c70600000000|movq $0x0,(%rsi)
488b35d758fc01|mov 0x1fc58d7(%rip),%rsi 
488b3519941900|mov 0x199419(%rip),%rsi 
488d05e6260400|lea 0x426e6(%rip),%rax 
488b1549943201|mov 0x1329449(%rip),%rdx 
488b1db72e1200|mov 0x122eb7(%rip),%rbx 
4c8d05a5e80000|lea 0xe8a5(%rip),%r8 
483969e8|cmp %rbp,-0x18(%rcx)
488b05d5391500|mov 0x1539d5(%rip),%rax 
c644244000|movb $0x0,0x40(%rsp)
db2d51ff0200|fldt 0x2ff51(%rip) 
488d15c2130d00|lea 0xd13c2(%rip),%rdx 
72c6|jb 0x3f779c0b5
4c8d0511c70500|lea 0x5c711(%rip),%r8 
488d0d328b0500|lea 0x58b32(%rip),%rcx 
488b358f5f0000|mov 0x5f8f(%rip),%rsi 
f2440f590d6611|mulsd 0x21166(%rip),%xmm9 
488d157a300600|lea 0x6307a(%rip),%rdx 
488d15779d2a00|lea 0x2a9d77(%rip),%rdx 
488d0dbf070200|lea 0x207bf(%rip),%rcx 
4c8b25c6873000|mov 0x3087c6(%rip),%r12 
488b3d1fdc4500|mov 0x45dc1f(%rip),%rdi 
c7442438110000|movl $0x11,0x38(%rsp)
4c8d0dae840500|lea 0x584ae(%rip),%r9 
433b54c808|cmp 0x8(%r8,%r9,8),%edx
448b8370030000|mov 0x370(%rbx),%r8d
48890554221300|mov %rax,0x132254(%rip) 
0f8563ffffff|jne 0x1005f4390
4183c90b|or $0xb,%r9d
0f84ac000000|je 0x3e853b550
db3d40470000|fstpt 0x4740(%rip) 
0fb60d2fe20800|movzbl 0x8e22f(%rip),%ecx 
488d0d80530500|lea 0x55380(%rip),%rcx 
488d153fa30600|lea 0x6a33f(%rip),%rdx 
c7058367010000|movl $0x0,0x16783(%rip) 
e8014b0300|callq 0x10044c9d8
66817d18a700|cmpw $0xa7,0x18(%rbp)
4881ec58020000|sub $0x258,%rsp
488d1521590500|lea 0x55921(%rip),%rdx 
e8cfe50700|callq 0x1004beab0
c7842444060000|movl $0x32,0x644(%rsp)
f20f112d5d7900|movsd %xmm5,0x795d(%rip) 
48891596280b00|mov %rdx,0xb2896(%rip) 
4c8b0583ab0400|mov 0x4ab83(%rip),%r8 
2dc0030000|sub $0x3c0,%eax
752e|jne 0x3f52a9b51
488b3519d91b00|mov 0x1bd919(%rip),%rsi 
e8a0240300|callq 0x140104c60
e9e0f0ffff|jmpq 0x1004cf1e7
488d0da74f2600|lea 0x264fa7(%rip),%rcx 
48c743081e0000|movq $0x1e,0x8(%rbx)
db2d1a8e0000|fldt 0x8e1a(%rip) 
488d0dfc8b1000|lea 0x108bfc(%rip),%rcx 
0f86effcffff|jbe 0x3fe883d1f
488b05b9800200|mov 0x280b9(%rip),%rax 
4c8b93200a0000|mov 0xa20(%rbx),%r10
0f84a3000000|je 0x3f4126a20
48394008|cmp %rax,0x8(%rax)
49397838|cmp %rdi,0x38(%r8)
740d|je 0x10045a78d
2105382d0100|and %eax,0x12d38(%rip) 
74d0|je 0x3f39bb027
488d0d2ad10200|lea 0x2d12a(%rip),%rcx 
488d0de8870800|lea 0x887e8(%rip),%rcx 
488d0d29e30f00|lea 0xfe329(%rip),%rcx 
0f851afeffff|jne 0x3f557ab33
488d0d57b90d00|lea 0xdb957(%rip),%rcx 
4e8d6c36ff|lea -0x1(%rsi,%r14,1),%r13
e90cfbffff|jmpq 0x3f96b15b6
488d0d39b10900|lea 0x9b139(%rip),%rcx 
ba4d9f0000|mov $0x9f4d,%edx
488d0d7f7e5c01|lea 0x15c7e7f(%rip),%rcx 
4c8d05244a0200|lea 0x24a24(%rip),%r8 
488b35faa01000|mov 0x10a0fa(%rip),%rsi 
7456|je 0x3f6e4dc80
66443b6b1a|cmp 0x1a(%rbx),%r13w
d905571f0300|flds 0x31f57(%rip) 
498b97d0020000|mov 0x2d0(%r15),%rdx
66837f0412|cmpw $0x12,0x4(%rdi)
c705533e9e0000|movl $0x0,0x9e3e53(%rip) 
488d15bd5b1100|lea 0x115bbd(%rip),%rdx 
48038424e80100|add 0x1e8(%rsp),%rax
493b5e10|cmp 0x10(%r14),%rbx
c680a500000000|movb $0x0,0xa5(%rax)
488d1555113900|lea 0x391155(%rip),%rdx 
488905c7760e00|mov %rax,0xe76c7(%rip) 
488d3d75090f01|lea 0x10f0975(%rip),%rdi 
488d1598450300|lea 0x34598(%rip),%rdx 
4c8d0549940900|lea 0x99449(%rip),%r8 
488d15f12e0500|lea 0x52ef1(%rip),%rdx 
488d0d01e80000|lea 0xe801(%rip),%rcx 
c605d3f29b0000|movb $0x0,0x9bf2d3(%rip) 
418d46af|lea -0x51(%r14),%eax
48c7051d172100|movq $0x0,0x21171d(%rip) 
440f428c24ac00|cmovb 0xac(%rsp),%r9d
4c63a424f00000|movslq 0xf0(%rsp),%r12
8d9140f7ffff|lea -0x8c0(%rcx),%edx
488b3d10430600|mov 0x64310(%rip),%rdi 
488b0576d10500|mov 0x5d176(%rip),%rax 
488d0dd1a63500|lea 0x35a6d1(%rip),%rcx 
488d0577800700|lea 0x78077(%rip),%rax 
488d154c890000|lea 0x894c(%rip),%rdx 
488d0d35c10300|lea 0x3c135(%rip),%rcx 
e93efcffff|jmpq 0x100427b6e
488d0d2f4e1e00|lea 0x1e4e2f(%rip),%rcx 
478b3cba|mov (%r10,%r15,4),%r15d
895dd7|mov %ebx,-0x29(%rbp)
4889058fe10300|mov %rax,0x3e18f(%rip) 
0fb71531ad1400|movzwl 0x14ad31(%rip),%edx 
488b05c9ef0d00|mov 0xdefc9(%rip),%rax 
f20f107e08|movsd 0x8(%rsi),%xmm7
488d0de14b0400|lea 0x44be1(%rip),%rcx 
48c70593c0a000|movq $0x0,0xa0c093(%rip) 
0f85ed000000|jne 0x3fc0f5a10
4c030599f70000|add 0xf799(%rip),%r8 
488b2ddc771d00|mov 0x1d77dc(%rip),%rbp 
bd09280000|mov $0x2809,%ebp
488d05b77c0600|lea 0x67cb7(%rip),%rax 
c7000800e800|movl $0xe80008,(%rax)
488915fc9e0400|mov %rdx,0x49efc(%rip) 
c644247c03|movb $0x3,0x7c(%rsp)
488b8e88020000|mov 0x288(%rsi),%rcx
488d15ea290600|lea 0x629ea(%rip),%rdx 
dd05476f0200|fldl 0x26f47(%rip) 
81e200030000|and $0x300,%edx
488d159a132100|lea 0x21139a(%rip),%rdx 
e9d4f7ffff|jmpq 0x3fe1d043e
e8eb170300|callq 0x10044d200
e84344f9ff|callq 0x100654a50
488b055d890100|mov 0x1895d(%rip),%rax 
488d1509ef2500|lea 0x25ef09(%rip),%rdx 
488d1574300c00|lea 0xc3074(%rip),%rdx 
